ItemNum,Condition,Sentence,Question,Answer
6,Filler,The bird warbled a cheerful tune ending in a trill.,Was the tune played on a flute? ,No
7,Filler,The terrorists threatened to kill all of the frightened hostages.,Were the terrorists threatening to kill themselves? ,No
8,Filler,She always made a list before going shopping for groceries.,,
9,Filler,The workers went on strike to demand better living conditions.,Did the workers want better living conditions? ,Yes
10,Filler,The old farmer plowed the corn field with a tractor.,Did the farmer grow wheat? ,No
11,Filler,The report's aims were briefly outlined in the opening paragraph.,Were the aims made clear immediately? ,Yes
12,Filler,The sunrise was accompanied by the crowing of the rooster.,Was the sun rising? ,Yes
13,Filler,"After being arrested for substance abuse, he voluntarily underwent rehabilitation.",Did he submit to treatment willingly? ,Yes
14,Filler,A terrifying three-headed dog guarded the entrance to the underworld.,Was the dog intimidating? ,Yes
15,Filler,"When my microwave died, I searched online for a replacement.",Did the microwave break? ,Yes
16,Filler,"If you want concentrated broth, you should simmer it uncovered.",Should you leave the lid on while thickening broth? ,No
17,Filler,Regulating interstate trade is a job of the federal government.,Is the government in charge the federal government? ,Yes
18,Filler,You can make positive change if you take the initiative.,Does the sentence mention failure? ,No
19,Filler,The old abandoned house was filled with dust and cobwebs.,Was the dirty house uninhabited? ,Yes
20,Filler,You should write all your appointments down in your calendar.,Should you write down appointments? ,Yes
21,Filler,The flower vase shattered when it fell off the shelf.,Was the broken object a wine bottle? ,No
22,Filler,The magnificent roaring sea made him feel small and insignificant.,,
23,Filler,The artist carved a block of marble into a sculpture.,Was the sculpture made of marble? ,Yes
24,Filler,The king's court was filled with scandal and political intrigue.,Was the scandal in the assembly? ,No
25,Filler,The radio transmission we thought was secure has been intercepted.,Was the message sent over the internet? ,No
26,Filler,Every day at lunch she ordered a hamburger or cheeseburger.,Does the sentence mention food? ,Yes
27,Filler,The female parts of a flower are called the carpel.,Is a carpel part of a flower? ,Yes
28,Filler,He preferred reading biographies and historical accounts to reading novels.,Did he like nonfiction? ,Yes
29,Filler,The naughty little child had always been quite a troublemaker.,Had the child always been difficult? ,Yes
30,Filler,Xenophobia is an unreasonable fear or hatred of all foreigners.,Does the sentence mention a law? ,No
31,Filler,A shimmering pearl lay on the shell of the oyster.,Does the sentence mention a sea shell? ,Yes
32,Filler,"While evacuating, she lost her phone in all the commotion.",Did she evacuate? ,Yes
33,Filler,"Since blogging's inception, people have predicted the death of journalism.",Is journalism expected to prosper? ,No
34,Filler,Police arrested the drunk driver and revoked his driver's license.,Did the authorities punish the driver? ,Yes
35,Filler,The convenience store robbery was caught on the security camera.,Was the robbery at a convenience store?  ,Yes
36,Filler,The princess lived in a castle guarded by a dragon.,Did she live in a dragon cave? ,No
37,Filler,The thoroughbred racing horse was ridden by an experienced jockey.,Was the rider inexperienced? ,No
38,Filler,"He felt the meeting was pointless, but attendance was mandatory.",Did he think the meeting was valuable? ,No
39,Filler,The museum's Egyptian exhibition included many intriguing ceremonial burial artifacts.,Were the artifacts from China? ,No
40,Filler,Their refusal to hire a black waitress was blatant racism.,Was their hiring decision fair? ,No
41,Filler,"Only upperclassmen could join, and he was still a sophomore.",Was he allowed to join? ,No
42,Filler,The death of the store owner was tragic and senseless.,Did the owner deserve to die? ,No
43,Filler,The Pantheon in Rome is a marvel of ancient architecture.,Is the building in Venice? ,No
44,Filler,The persistent child worked for hours on the jigsaw puzzle.,Was solving the puzzle time-consuming? ,Yes
45,Filler,Alcatraz Island was famous for housing a high security penitentiary.,Does the sentence mention an island resort? ,No
46,Filler,The entire temple reverberated with the monks' steady rhythmic chanting.,Was the temple eerily silent? ,No
47,Filler,"When the toy proved hazardous, the victims sued the manufacturer.",Did they sue the government? ,No
48,Filler,The security alarm went off when it detected the intruder.,Did the noise signal a fire? ,No
49,Filler,Diplomats hoped the dispute would come to a peaceful resolution.,Were the diplomats pushing for a violent intervention? ,No
50,Filler,Growing vegetables for the farmer's market can be very profitable.,Does the sentence mention grocery stores? ,No
51,Filler,The woman was stubborn and refused to lose an argument.,Was the woman headstrong? ,Yes
52,Filler,She searched under the couch cushions for the television remote.,Did she search under the bed? ,No
53,Filler,She left the snuffed out cigarette smoldering in the ashtray.,Did she throw the cigarette on the sidewalk? ,No
54,Filler,The bodyguard chased after the fan at the rock concert.,,
55,Filler,Apple pie filling is usually spiced with nutmeg and cinnamon.,Does the recipe include thyme? ,No
56,Filler,Many young sports players look up to their team captains.,Do they disrespect the captains? ,No
57,Filler,She took a ballroom dancing class to learn the tango.,Did she want to learn to dance? ,Yes
58,Filler,"During boarding, the gate agent will call passengers on standby.",Will standby passengers be called? ,Yes
59,Filler,The math teacher wrote the problems up on the blackboard.,Was the teacher a biology teacher? ,No
60,Filler,"Because shampoo is a cosmetic, it is subject to regulation.",Does the sentence mention lipstick? ,No
61,Filler,The groom joyfully carried his young bride over the threshold.,Was the groom happy to be married? ,Yes
62,Filler,The language savant suffered brain damage in a car accident.,Was the brain damage because of a stroke? ,No
63,Filler,"Without painkillers, the agony from her injury was utterly unbearable.",Was she suffering from cramps? ,No
64,Filler,"Movie theaters usually give discounts for children, students, and seniors.",Do seniors usually pay less? ,Yes
65,Filler,"The most popular pastas are macaroni, vermicelli, lasagna, and spaghetti.",Is vermicelli a type of noodle? ,Yes
66,Filler,"FDR delivered many ""fireside chats,"" which were informal radio broadcasts.",Were the talks played on the radio? ,Yes
67,Filler,"Even after being caught, the cold-blooded killer showed no remorse.",Did the murderer feel guilty? ,No
68,Filler,The most popular casino card games are poker and blackjack.,Does the sentence mention slots? ,No
69,Filler,The breeding ground was set aside as a wildlife sanctuary.,Was the area protected? ,Yes
70,Filler,The reported bribery was just the tip of the iceberg.,Was the bribe an isolated affair? ,No
71,Filler,The rogue state refused to participate in any international negotiations.,Was the nation uncooperative? ,Yes
72,Filler,The skilled adventurer knew how to survive in the wilderness.,Did the adventurer know how to find food and water? ,Yes
73,Filler,"For their date, the couple went to a nice restaurant.",Did they go out to eat? ,Yes
74,Filler,"Of the politicians present, the governor was the most prominent.",Was the most prominent politician a governor? ,Yes
75,Filler,The gifted rapper was famous for his complex multisyllabic rhymes.,Was the rapper known for his sense of rhythm? ,No
76,Filler,"When taking medication, always be careful to follow the prescription.",Should you follow the instructions when taking medicine? ,Yes
77,Filler,"Those pearls are not real, but just a cheap imitation.",Are the pearls expensive? ,No
78,Filler,The cowboy fired off all six rounds in his revolver.,Did the cowboy use all the bullets? ,Yes
79,Filler,The most formal attire for a man is a tuxedo.,Is a double-breasted suit more formal than a tuxedo? ,No
80,Filler,"During industrialization, many moved to cities to work in factories.",Were the factories located in cities? ,Yes
81,Filler,The internet sometimes makes it difficult to guard your privacy.,Is it always easy to maintain privacy? ,No
82,Filler,The soldier had been a waitress before she was recruited.,Did the waitress become a nurse? ,No
83,Filler,Promoting small businesses helps to create jobs and decrease unemployment.,Does the sentence mention small businesses? ,Yes
84,Filler,"He bought his girlfriend perfume, and she bought him cologne.",Did he buy her jewelry? ,No
85,Filler,You must come to court if you have been summoned.,Does the sentence mention a requirement? ,Yes
86,Filler,The speedy roadrunner always managed to evade the hungry coyote.,Was the coyote hungry? ,Yes
87,Filler,Reading regularly is the best way to improve your vocabulary.,Is writing the best way to learn new words? ,No
88,Filler,They started a viral marketing campaign to increase their publicity.,Did they want to keep a low profile? ,No
89,Filler,His attempt to sound grand just came off as pompous.,Did he seem pretentious? ,Yes
90,Filler,The royal guards threw the prisoner into the castle dungeon.,Was the prisoner in a castle? ,Yes
91,Filler,"The company's juice was always fresh squeezed, never from concentrate.",Did the company sometimes make juice from concentrate? ,No
92,Filler,"After the important deal fell through, the company went bankrupt.",Was the company doing well financially? ,No
93,Filler,"In his nightmare, he plummeted down a dark endless abyss.",Did his dream involve falling? ,Yes
94,Filler,The octopus is believed to be the most intelligent invertebrate.,Is the squid thought to be smarter than the octopus? ,No
95,Filler,She wanted a green lawn and a white picket fence.,Did she desire a fence? ,Yes
96,Filler,The doctor warned the medication could cause nausea and vomiting.,Did the doctor warn about addiction? ,No
97,Filler,A pessimistic prediction can quite often become a self-fulfilling prophecy.,Does the sentence mention an optimistic prediction? ,No
98,Filler,The meek student was too intimidated to ask a question.,Was the student frightened? ,Yes
99,Filler,A judge or a priest can perform an official marriage.,Can a physician perform a marriage? ,No
100,Filler,"After a risky surgery, the man unfortunately died of complications.",Was the surgery dangerous? ,Yes
101,Filler,He slipped but luckily grabbed onto the handrail by reflex.,Did he lose his footing? ,Yes
102,Filler,"Avocados, onions, tomatoes, lime, and cilantro make the perfect guacamole.",Does the recipe include onions? ,Yes
103,Filler,The old hermit lived all alone in an isolated cottage.,Did the hermit live in a cottage? ,Yes
104,Filler,The spicy hot fermented cabbage in Korean food is kimchi.,Is kimchi a Korean dish? ,Yes
105,Filler,The air smelled of pine and the birds were chirping.,Did the air smell like roses? ,No
106,Filler,The manager worked to cut out waste and increase efficiency.,Does the sentence mention a manager? ,Yes
107,Filler,The nonconformist despised fashion and never cared about his reputation.,Was he disdainful of popular styles? ,Yes
108,Filler,Gossip about the celebrity scandal was paraded through the tabloids.,Did the media learn of the scandal? ,Yes
109,Filler,The technological boom progressed more quickly than anyone could anticipate.,Was the progress rapid? ,Yes
110,Filler,"To keep healthy, do aerobic exercises like running or jogging.",Does the sentence describe building muscle? ,No
111,Filler,The child painstakingly knotted the laces on her new sneakers.,Did the child know how to tie her shoes? ,Yes
112,Filler,You should never drive a car while under the influence.,Does the sentence mention driving? ,Yes
113,Filler,"The baron pouted, feeling the insult had wounded his dignity.",Was he hurt by the insult? ,Yes
114,Filler,She loved bread and always dreamed of opening a bakery.,Did she want to own a coffee shop? ,No
115,Filler,The filmmaker hoped to inform the public with the documentary.,Was the film intended for the public? ,Yes
116,Filler,The algebra students learned how to solve a quadratic equation.,Were the students solving a logarithmic equation? ,No
117,Filler,The flood victims were airlifted to safety by rescue helicopters.,Were the people saved? ,Yes
118,Filler,"The tropical greenhouse was filled with ferns, hibiscus, and orchids.",Were the plants in a greenhouse? ,Yes
119,Filler,Stradivari is renowned worldwide for making the most incredible violins.,Is his fame limited to Europe? ,No
120,Filler,The gambler had lost lots of money at this casino.,Did the gambler lose any bets? ,Yes
121,Filler,We watched setting sun and lingered together in the twilight.,Was the sun rising? ,Yes
122,Filler,Treatment was usually much more difficult and expensive than prevention.,Was prevention usually more costly? ,No
123,Filler,The public swimming pool was carefully supervised by a lifeguard.,Was the pool open to the public? ,Yes
124,Filler,The teacher asked the children's parents to volunteer as chaperones.,Did the teacher want the parents involved? ,Yes
125,Filler,"As death approached, the patient's breathing became shallow and irregular.",,
126,Filler,The mobster was caught and charged with blackmail and extortion.,Was the mobster captured? ,Yes
127,Filler,The runner ran every day to train for the marathon.,Did the runner train by biking? ,No
128,Filler,The judge ordered the audience to stop disrupting the proceedings.,Was the audience being unruly? ,Yes
129,Filler,"Many women juggle a career, caring for children, and housekeeping.",Does the sentence mention hobbies? ,No
130,Filler,The athlete could not play because he tore a ligament.,Was the athlete injured? ,Yes
131,Filler,"Witnessing war, rape, or physical abuse can be extremely traumatic.",Does the sentence mention natural disasters? ,No
132,Filler,Many movies depict teen girls as completely obsessed with popularity.,Does the sentence mention adolescent boys? ,No
133,Filler,"Five milliliters and one teaspoon are, for practical purposes, equivalent.",Are ten milliliters and two teaspoons the same? ,Yes
134,Filler,The manager saw no good way to resolve this dilemma.,Was the manager facing a difficulty? ,Yes
135,Filler,Core exercises like crunches and planks can strengthen the abdomen.,Do these exercises focus on the thighs? ,No
136,Filler,The insensitive paparazzi turned the singer's suffering into a spectacle.,Was the singer enjoying the publicity? ,No
137,Filler,The eagerly awaited package was delivered by a cheerful postman.,Did the postman seem rather grumpy? ,No
138,Filler,The defiant young woman refused to become just another statistic.,Was she rebellious? ,Yes
139,Filler,The hotel bathroom had little bottles of shampoo and conditioner.,Did the hotel provide shampoo? ,Yes
140,Filler,Many people drink coffee for a daily dose of caffeine.,Do they drink it for the flavor? ,No
141,Filler,"Surrounded by impassable mountains, the indigenous community was completely isolated.",Does the sentence mention mountains? ,Yes
142,Filler,Olive oil and balsamic vinegar make a great salad dressing.,Does the sentence describe ranch dressing? ,No
143,Filler,A paper airplane flew across the classroom into the trashcan.,Did the airplane land on the teacher's desk? ,No
144,Filler,She worked at the nearby grocery store as a cashier.,Did she work at a clothing store? ,No
145,Filler,The stock exchange was host to millions of financial transactions.,Does the sentence mention an office building? ,No
146,Filler,Stagnant water is the perfect breeding ground for a mosquito.,,
147,Filler,The furniture designer aspired to make objects beautiful and functional.,Was the designer making clothing? ,No
148,Filler,He was frightened by the woman's sudden anger and hostility.,Was he startled by her laughter?  ,No
149,Filler,"At the movie's climax, the hero finally battles his nemesis.",Is the climactic scene a fight? ,Yes
150,Filler,The hymn was accompanied by the church's old pipe organ.,Was the song accompanied by a guitar? ,No
151,Filler,The sky lit up with sparkling explosions and shimmering sparks.,Did the fireworks glitter brightly? ,Yes
152,Filler,Women in the workplace often faced physical and verbal harassment.,Were the women working? ,Yes
153,Filler,The unhappy immigrant vehemently argued with the unyielding border officials.,Were the officials lax? ,No
154,Filler,A conscientious objector refuses the draft because of religious convictions.,Does the sentence mention a draft? ,Yes
155,Filler,Wearing shoes that don't fit will give you a blister.,Does the sentence mention socks? ,No
156,Filler,"Upon seeing the dead body, he pulled away in revulsion.",Was he disgusted by a rotting piece of fruit? ,No
157,Filler,The spy hoped nobody would recognize her through her disguise.,Was disguised woman a spy? ,Yes
158,Filler,The ill airplane passenger was aided by the flight attendant.,Was the attendant helpful?  ,Yes
159,Filler,The girl was heartbroken and distraught after her first breakup.,Was the girl upset about her grades? ,No
160,Filler,All the candidates campaigned intensely to secure their party's nomination.,Was the competition intense? ,Yes
161,Filler,The guests dipped strawberries and bananas into the chocolate fondue.,Were the guests eating fruit? ,Yes
162,Filler,Spring rolls filled with vegetables are a great healthy appetizer.,Are vegetable spring rolls healthy? ,Yes
163,Filler,The teacher's experience as a counselor gave her valuable insight.,Had the teacher worked previously as a counselor? ,Yes
164,Filler,The missionary hoped that many local people would be converted.,,
165,Filler,"She believed herself in love, but it was just infatuation.",Was she really in love? ,No
166,Filler,Children should never use lighters or fireworks without adult supervision.,Do the kids to be watched? ,Yes
167,Filler,"Supposedly, scrubbing your face with oatmeal is great for exfoliation.",Is oatmeal good for your skin? ,Yes
168,Filler,The detective dusted the glass to reveal the criminal's fingerprint.,Was the fingerprint discovered by a detective? ,Yes
169,Filler,Most works take ninety-five years to enter the public domain.,Do works enter the public domain after ten years? ,No
170,Filler,Malls often offer many dining options in the food court.,Is it often difficult to find a place to eat in the mall? ,No
171,Filler,The souls of the wicked were condemned to eternal torment.,Did the wicked suffer? ,Yes
172,Filler,The protests were swiftly followed by a harsh government crackdown.,Were the protestors protected by the government? ,No
173,Filler,"Because the snake is highly poisonous, it is brightly colored.",Is the poisonous animal a snake? ,Yes
174,Filler,At the airport they finally parted after exchanging tearful farewells.,Was the water's temperature consistently monitored? ,No
175,Filler,The bridesmaids happily vied to catch the bride's wedding bouquet.,Were they trying to catch the garter? ,No
176,Filler,"To make tea, you should boil water in a kettle.",Should the water boil? ,Yes
177,Filler,Smoking tobacco greatly increases the risk of developing lung cancer.,Does smoking decrease the risk of cancer? ,No
178,Filler,She was too young to be in a serious relationship.,Was she too old for romance? ,No
179,Filler,The film accentuated the awkward silence with a chirping cricket.,Was the silence absolute? ,No
180,Filler,He wouldn't come to the bargaining table without significant leverage.,Was he always willing to negotiate? ,No
181,Filler,The crime of unintentionally killing another person is involuntary manslaughter.,Is accidentally killing someone a crime? ,Yes
182,Filler,You should be careful to speak respectfully to your superiors.,Should you watch your tongue around your boss? ,Yes
183,Filler,Thousands of airplane passengers were stranded because of the blizzard.,Were they stranded because of a hurricane? ,No
184,Filler,Many could not find bread because of the flour shortage.,Was there a shortage of yeast? ,No
185,Filler,The novel's twist ending was a surprise to many readers.,Was the ending unexpected? ,Yes
186,Filler,"Because of the bonfire incident, all the campers were punished.",Does the sentence mention a fire? ,Yes
187,Filler,He could never get enough sleep because of his insomnia.,Did he have trouble sleeping? ,Yes
188,Filler,He heated up a bowl of soup in the microwave.,Did he heat up soup? ,Yes
189,Filler,The doctor carefully inspected the blood sample through a microscope.,Was the sample a urine sample? ,No
190,Filler,"The major led a large company, consisting of five platoons.",Was the company led by a major? ,Yes
191,Filler,The French doors opened out onto a large shaded terrace.,Did the doors open outwards? ,Yes
192,Filler,A baroness gave some salad leaves to her pet bunny.,Was the lady feeding her pet carrots? ,No
193,Filler,"During the holiday season, many stores offer complimentary gift wrapping.",Do some stores wrap gifts? ,Yes
194,Filler,The room's décor was overwhelmed by the extravagant floral wallpaper.,Was the wallpaper subdued?  ,No
195,Filler,"This restaurant is popular, but I think it is overrated.",Do many people like the restaurant? ,Yes
196,Filler,"The party was a complete failure, despite all the preparations.",Did the party go well? ,No
197,Filler,A crepe is like a very thin and delicate pancake.,Is a pancake similar to a crepe? ,Yes
198,Filler,Law enforcement officials cannot search your home without a warrant.,Do the police need a warrant to search a house? ,Yes
199,Filler,I found her fascination with the deaths just plain morbid.,Was she intrigued by the deaths?  ,Yes
200,Filler,"Overwhelmed by the sudden onslaught, the soldiers called for reinforcements.",Did the troops need backup? ,Yes
201,Filler,"As the population ages, more adults find themselves becoming caregivers.",,
202,Filler,Friends gathered to honor the memory of the dearly departed.,Does the sentence mention a family? ,No
203,Filler,A society ruled or dominated by women is a matriarchy.,Does the sentence mention social dominance? ,Yes
204,Filler,The student raced to finish the paper before the deadline.,Was the student's writing rushed? ,Yes
205,Filler,The verdant jungle was teeming with exotic flora and fauna.,Were there animals in the jungle? ,Yes
206,Filler,He became so suspicious that he hired a private investigator.,Did he hire a detective? ,Yes
207,Filler,"When drinking, you should have a sober driver previously designated.",Should you pick a driver? ,Yes
208,Filler,The couple drank coffee and exchanged lively and playful banter.,Did they drink coffee? ,Yes
209,Filler,The crying infant was calmed by its mother's soothing lullaby.,Did the baby's mother sing? ,Yes
210,Filler,"Ambush, sabotage, and retreat are essential tactics in guerilla warfare.",Is entrenchment an important tactic? ,No
211,Filler,The employee complained that her boss was a complete imbecile.,Did the employee complain about her boss? ,Yes
212,Filler,Grandmother baked some delicious cookies using her secret family recipe.,Was the recipe for cookies? ,Yes
213,Filler,The foreigner found it difficult to overcome the language barrier.,Were the foreigner's difficulties due to visa issues? ,No
214,Filler,"Although hedgehogs are nocturnal, they sometimes enjoy rays of sunshine.",Do the animals generally prefer night? ,Yes
215,Filler,"Although the auditorium is modern, it has quite poor acoustics.",Is the auditorium contemporary? ,Yes
216,Filler,"At approximately age twelve, children begin to go through puberty.",Is it unusual to go though puberty at twelve? ,No
217,Filler,The legislators hoped to induce a more equal income distribution.,Does the sentence mention money? ,Yes
218,Filler,"After the housing market crashed, many homes were left vacant.",Were the houses quite crowded? ,No
219,Filler,The victims of the industrial accident angrily demanded adequate compensation.,Were the victims satisfied? ,No
220,Filler,"Despite my occasional jealousy, I never wanted our roles reversed.",Was I envious constantly? ,No
221,Filler,GPS navigation relies on receiving radio signals from orbiting satellites.,Did the GPS rely on radiation? ,No
222,Filler,The villain's struggling captive inadvertently triggered the final launch countdown.,Was the launch an accident? ,Yes
223,Filler,Many companies and corporations will match their employees' charitable donations.,Do all companies refuse to support philanthropy? ,No
224,Filler,Her beauty enthralled him and filled his heart with longing.,Was he attracted to her beauty? ,Yes
225,Filler,"Barely able to stand the suspense, she quivered with anticipation.",Did she seem bored? ,No
226,Filler,Gin and vermouth are the main ingredients in a martini.,Is wine the cocktail's main ingredient? ,No
227,Filler,A masked gunman opened fire and killed three innocent bystanders.,Were the bystanders killed by an explosion? ,No
228,Filler,"If it is too sunny, you should close the curtains.",Should you close curtains if it is cloudy? ,No
229,Filler,The surgeon asked the nurse to hand him a scalpel.,Did the surgeon want a piece of gauze? ,No
230,Filler,"Despite their creative freedoms, film directors ultimately answer to producers.",,
231,Filler,Technology raises questions that are not just practical but ethical.,Does technology sometimes cause moral dilemmas? ,Yes
232,Filler,She unfortunately could not attend because she had previous engagements.,Was the woman attending? ,No
233,Filler,The skilled surgeon sliced through the flesh with unerring precision.,Does the sentence mention a butcher? ,No
234,Filler,"Deciding his poker hand was no good, the gambler folded.",Was he playing poker? ,Yes
235,Filler,The practice of yoga can make your body more flexible.,Does yoga make your joints stiffer? ,No
236,Filler,The public drinking water supply was tested regularly for contaminants.,Does the sentence mention the ocean? ,No
237,Filler,"After the tornado, it took days to restore the electricity.",Did the weather disrupt the electricity? ,Yes
238,Filler,It is cliché to say teenagers think they are invincible.,Is it common to consider teens overconfident? ,Yes
239,Filler,The rich old woman left her grandson a large inheritance.,Was her fortune left to her nephew? ,No
240,Filler,"She knew the deadline was approaching, but was still procrastinating.",Was she aware of the deadline? ,Yes
241,Filler,"When the dog heard the dinner bell, it started drooling.",Was the animal a reptile? ,No
242,Filler,"To garner support for the war, the government issued propaganda.",Was the propaganda for an economic agenda? ,No
243,Filler,He hoped his research would lead to many practical applications.,Was his invention ready for consumers? ,No
244,Filler,"Years after the murder, the case remains shrouded in mystery.",Was the mysterious case a murder? ,Yes
245,Filler,Pickpockets and scam artists can easily swindle a naïve traveler.,Are travelers difficult to trick? ,No
246,Filler,When the parents went out together they hired a babysitter.,Did the couple have children? ,Yes
247,Filler,The woman used the ATM to make a cash withdrawal.,Did she make a deposit? ,No
248,Filler,Scientists believe an asteroid impact is what killed the dinosaurs.,Do they think a volcanic eruption caused the extinctions? ,No
249,Filler,The poor girl gazed longingly at the king's opulent palace.,Was the girl opulent? ,No
250,Filler,College students often must spend much money on their textbooks.,Are textbooks often very cheap? ,No
251,Filler,"Although the water was boiling, the pasta was not soft.",Was the water still cold? ,No
252,Filler,"In comparison to her uptight brother, she was quite mellow.",Was she the more relaxed sibling? ,Yes
253,Filler,The imperialistic conquerors viewed the local people as lawless savages.,Were the foreigners impressed by the locals? ,No
254,Filler,The main ingredient in a Caesar salad is Romaine lettuce.,Is the main ingredient lettuce? ,Yes
255,Filler,Halloween is a time to dress up in a costume.,Does the sentence mention a holiday? ,Yes
256,Filler,"As the child stargazed, he dreamed of becoming an astronaut.",Did the child want to be a pilot? ,No
257,Filler,To her coffee she added a package of artificial sweetener.,Did she put a cube of sugar in her coffee? ,No
258,Filler,Piercing and tattoo parlors should always keep their needles sterilized.,Should tattoo needles be regularly disinfected? ,Yes
259,Filler,Maintaining a healthy weight requires a good diet and exercise.,Does weight depend on diet alone? ,No
260,Filler,Public accountants must pass a rigorous exam to become certified.,Do they need to take a test? ,Yes
261,Filler,This common but delicious hearty vegetable soup is called minestrone.,Is this soup unusual? ,No
262,Filler,The shopper tried on the new outfit and was pleased.,Did the shopper like the clothes? ,Yes
263,Filler,Both political parties accused each other of obstruction and partisanship.,,
264,Filler,A lab assistant fainted because the room was too stuffy.,Did the assistant faint because there was blood? ,No
265,Filler,Nobody understood the talk because the topic was too obscure.,Was the talk hard to understand? ,Yes
266,Filler,Studies have shown that the most addictive substance is nicotine.,Is cocaine more addictive than nicotine? ,No
267,Filler,"After seeing my opponent's trophy room, I felt rather intimidated.",Was my opponent accomplished? ,Yes
268,Filler,Facebook has succeeded MySpace as the place for social networking.,Was MySpace used for social networking? ,Yes
269,Filler,The scribe got tired after many hours of copying manuscripts.,Did the scribe work for many hours? ,Yes
270,Filler,She liked the magazine so she bought a monthly subscription.,Did she subscribe to a newspaper? ,No
271,Filler,The cause of the helicopter crash was a mechanical malfunction.,Did the malfunction cause a car crash? ,No
272,Filler,A nobleman traveled to distant lands in search of adventure.,Was the traveler seeking riches? ,No
273,Filler,Hot ash and lava spewed from the violently erupting volcano.,,
274,Filler,The atomic bomb's explosion contaminated the area with dangerous radioactivity.,Was the contamination from a nuclear power plant? ,No
275,Filler,She felt that the novel was spoiled by the translation.,Did she prefer the book in its original language? ,Yes
276,Filler,He drank some alcohol to try to lessen his inhibitions.,Did he hope the alcohol would relax him? ,Yes
277,Filler,The toxic pollution was killing wildlife and ruining the environment.,Was the pollution poisonous? ,Yes
278,Filler,Leftovers keep longer if you store them in the refrigerator.,Do leftovers keep longer in the pantry? ,No
279,Filler,"Although the rules are flexible, the deadlines must be met.",Are the regulations very strict? ,No
280,Filler,The mother rocked the baby to sleep in a cradle.,Was the mother holding the baby? ,No
